,Post Date,Link,Posts,Number of comments,Number of likes,Image Link,Video(True or False),Interactions,Hashtags,Username,Name,Category,Total Posts,Followers,Following
268,2021 Nov 17 18:00:34,https://www.instagram.com/p/CWYnNoTPmSh/,Are you ready to say yes? 💍 Trailer tomorrow! #MarryMeMovie in theaters Valentine's Day. 🤍♥️ #NuyoricanProductions #OwenWilson @Maluma @sarahkatesilverman @chloecolemanact @michellebuteau @johnbradleywest @egt239 @katcoiro @marrymemovie,6174,966590,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/257688125_115915550897524_8474154774099136846_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=g7DS_W9ZsrwAX_u8G3l&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAAV1xJjXlVINWO3JqljUVTlzao6r3fnOCi__Z2JPPJKQ&oe=64E113CA&_nc_sid=bc0c2c,False,972764,"MarryMeMovie, NuyoricanProductions, OwenWilson",jlo,Jennifer Lopez,Artist,752,250638167,1342
269,2021 Nov 15 04:15:45,https://www.instagram.com/p/CWR_JZ3JBYO/,Every heartbreak was a yellow brick road … ✨💔 #OnMyWay #MarryMeMovie Trailer Thursday!!!! #NuyoricanProductions #OwenWilson @maluma @egt239 @katcoiro @sarahkatesilverman @chloecolemanact @michellebuteau @johnbradleywest @marrymemovie,6139,656149,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/248023416_247712603995069_1020412168331923331_n.jpg?stp=c0.500.1282.1282a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=kPMKhhevfyYAX9XjPDP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBvGyqQltGYHmBxm5qEgfK5YeqJzvuITA6mvd8d_VC0Ng&oe=64DE4B00&_nc_sid=bc0c2c,True,662288,"OnMyWay, MarryMeMovie, NuyoricanProductions, OwenWilson",jlo,Jennifer Lopez,Artist,752,250638167,1342
270,2021 Nov 14 17:35:13,https://www.instagram.com/p/CWQ17YGv_JD/,Glow time in Vegas ✨ #JLoBeauty,16940,2316537,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/256218724_782964229234509_6898116047227944260_n.jpg?stp=c0.179.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=F7_SLkO5xk0AX8RZN_n&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBJz9N0dTWtHj1DZKbx5LwRYDgpFVkn9baLeO2JK4t0GQ&oe=64E1674B&_nc_sid=bc0c2c,False,2333477,JLoBeauty,jlo,Jennifer Lopez,Artist,752,250638167,1342
271,2021 Nov 11 18:01:20,https://www.instagram.com/p/CWJKRY6jrD7/,SAVE THE DATE!!! 11/18/2021 👰🏽In just one week I’m so excited for you to see the @MarryMeMovie trailer drop and hear my new song #OnMyWay from the film !!!!!💗💗💗#NuyoricanProductions #OwenWilson @maluma @egt239 @katcoiro #MarryMeMovie,6678,738246,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/248360078_240757007972808_686366251617256222_n.jpg?stp=c0.500.1284.1284a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=HDE1kwDpMB8AX8hBeBB&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB5Rt10LyrC5Mh0yN_dq3YYniuOVAgabjjNWPoPzzCrQA&oe=64DE0E11&_nc_sid=bc0c2c,True,744924,"OnMyWay, NuyoricanProductions, OwenWilson, MarryMeMovie",jlo,Jennifer Lopez,Artist,752,250638167,1342
272,2021 Nov 09 17:27:29,https://www.instagram.com/p/CWD9EYrPV8R/,Miss these moments … #Cocos 🥥🥥 #LuluAndMaxi #Throwback,6261,1015855,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/253993123_478079133457408_4097935209591567005_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=U_MFirLqc50AX_q8iuN&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBhqgDsLsvHL_v0W5ThZ3DVxI4cFLHYcS9utCyqT-ZxJA&oe=64E1D925&_nc_sid=bc0c2c,False,1022116,"Cocos, LuluAndMaxi, Throwback",jlo,Jennifer Lopez,Artist,752,250638167,1342
273,2021 Nov 02 17:48:36,https://www.instagram.com/p/CVx966_vOib/,#AllIHave … but make it today! ✨@Coach and I wanted to do something very special this season for the holidays! 🎄 #CoachNY #CoachSignature #CoachHoliday,4155,537895,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/250878018_4171152346329223_9053492158625886872_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Xg0MyIySYrYAX-RMHiC&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD9Wl-z013ZU38JCR5ihGgt0mKsngLGaZGXP7yZ4Z4ESA&oe=64E1AF7D&_nc_sid=bc0c2c,False,542050,"AllIHave, CoachNY, CoachSignature, CoachHoliday",jlo,Jennifer Lopez,Artist,752,250638167,1342
274,2021 Nov 01 04:29:57,https://www.instagram.com/p/CVt9rh6J8bA/,Made some Halloween treats with the cocos and @lacarba 🎃👻 #SundayFunday #NailedIt #NOT 🤣 #HappyHalloween,8452,1239929,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/250767734_2611498425662945_5132062285308858295_n.jpg?stp=c0.840.2160.2160a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=86v2VUG-tE0AX__8vfA&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAd4ZdS-JqrsLB4KMSteRYKcz2utP1dUnjJ-JPkw3Sl7w&oe=64DE4A3F&_nc_sid=bc0c2c,True,1248381,"SundayFunday, NailedIt, NOT, HappyHalloween",jlo,Jennifer Lopez,Artist,752,250638167,1342
275,2021 Oct 31 05:43:30,https://www.instagram.com/p/CVrhJKejMIW/,@llcoolj ✨ #RockAndRollHallOfFame ✨#AllIHave ✨#BTS 📸: @lacarba,3350,354944,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/251568628_151587977159591_3793021290065653423_n.jpg?stp=c0.200.1200.1200a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=h9PE_E09LPAAX8D2i7X&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDqAfLNtg986XygnV7wqxD7E16_XvKoOk_dE6puWvkvLg&oe=64DE0B4D&_nc_sid=bc0c2c,True,358294,"RockAndRollHallOfFame, AllIHave, BTS",jlo,Jennifer Lopez,Artist,752,250638167,1342
276,2021 Oct 31 04:44:04,https://www.instagram.com/p/CVrZ_D7pznJ/,LOVE IS LIFE AND LIFE IS LIVING !!!! I was honored to be part of something very special for my friend @llcoolj tonight ✨ #RockAndRollHallOfFame #AllIHave #GOAT #JLoJenniferLopez @dsw 📸: @lacarba,5994,669341,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/250096356_610553337048732_6312500623750349182_n.jpg?stp=c0.243.1284.1284a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=YAvaEjXVsWYAX8cUic2&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAWH9GI_3l-Tp7n3wxKWDxwBuLqc74SsfiaoU-aiohIgQ&oe=64DDFC56&_nc_sid=bc0c2c,True,675335,"RockAndRollHallOfFame, AllIHave, GOAT, JLoJenniferLopez",jlo,Jennifer Lopez,Artist,752,250638167,1342
277,2021 Oct 31 04:05:28,https://www.instagram.com/p/CVrWIZMFDvy/,Tonight’s look 💗 @llcoolj ✨ #RockAndRollHallOfFame #AllIHave @maryphillips @hairbylorenzomartin @tombachik @robzangardi @marielhaenn 📸: @lacarba,6818,970798,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/249858464_477088360181437_8618715918803872303_n.jpg?stp=c0.105.843.843a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=k5LWUqGCGgQAX9q51cK&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBlMxyeXBLKyWQ9u0qgushff_RwW4Rs6pzCBb5LUbfEmg&oe=64E10D13&_nc_sid=bc0c2c,False,977616,"RockAndRollHallOfFame, AllIHave",jlo,Jennifer Lopez,Artist,752,250638167,1342
278,2021 Oct 29 18:47:53,https://www.instagram.com/p/CVnqhZ3DSKd/,Hydrated by @DrinkBODYARMOR LYTE ✨ Proud to officially be a part of #TeamBODYARMOR! #BodyArmorPartner,3262,247970,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/249767381_262135392523834_6287893959559330347_n.jpg?stp=c0.291.1284.1284a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=VXmStyj1_rQAX8jz4aP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDzLUFL_r_7rIga8hUGtDC_suVDzkTWw6R93CZinuxVkg&oe=64DE3E1F&_nc_sid=bc0c2c,True,251232,"TeamBODYARMOR, BodyArmorPartner",jlo,Jennifer Lopez,Artist,752,250638167,1342
279,2021 Oct 28 15:10:22,https://www.instagram.com/p/CVks5WbJSdq/,Real big boot boot energy ✨ #JLoJenniferLopez #BTS @dsw 📸: @lacarba,11709,1100742,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/250261999_1511472712553387_1557655603243633185_n.jpg?stp=c0.420.1080.1080a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=ZMtn8AcJOC0AX-jmBC5&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB3kMlITjEdGjXkvf2R35fMsukM6kFddXHHOCpHqEkcKQ&oe=64DDCD0E&_nc_sid=bc0c2c,True,1112451,"JLoJenniferLopez, BTS",jlo,Jennifer Lopez,Artist,752,250638167,1342
280,2021 Oct 18 00:31:20,https://www.instagram.com/p/CVJYbMRp6sR/,It isn’t work when you love what you do 💚🤎🧡 #SomethingIsComing #WorkingOnTheWeekend #TheHustleIsReal 📸: @lacarba,13794,2184719,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/246504732_402395481593461_6369385634693764917_n.jpg?stp=c0.179.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=SsHqra0pus4AX_ZjA17&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD2zn--C9QMntXPNoF--djB2hf7iQd_62YYqPB6_WLJDQ&oe=64E10042&_nc_sid=bc0c2c,False,2198513,"SomethingIsComing, WorkingOnTheWeekend, TheHustleIsReal",jlo,Jennifer Lopez,Artist,752,250638167,1342
281,2021 Oct 15 18:01:51,https://www.instagram.com/p/CVDiQt0pac-/,Some BTS of my new movie I’m filming right now 🎥 #TheMotherFilm @Netflix #NuyoricanProductions @NikiCaro @Egt239 📸: @lacarba @doanegregory,7611,1146342,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/246313745_853918038656130_7664213012407744090_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=DvOpZfTXf6YAX_UcTVg&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAB-86ceHE2ACPJrbAYyjE5-kJKfJSxRZ73eEpCfIOJlw&oe=64E1298B&_nc_sid=bc0c2c,False,1153953,"TheMotherFilm, NuyoricanProductions",jlo,Jennifer Lopez,Artist,752,250638167,1342
282,2021 Oct 11 20:30:54,https://www.instagram.com/p/CU5gDr3j5SV/,Autumn vibes 🍁🍂🍃,8401,771681,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/244966689_4522322767853599_8542909224865681672_n.jpg?stp=c0.450.2701.2701a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=3SwPh6LaSvAAX_zqlCc&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB6gPwTOvhLyEWyxtev-zmi3PVJqvoFVe4uAdpVvOXTsw&oe=64DE6897&_nc_sid=bc0c2c,True,780082,,jlo,Jennifer Lopez,Artist,752,250638167,1342
283,2021 Oct 10 06:24:24,https://www.instagram.com/p/CU1aeGXLAOu/,#TheLastDuel premiere NYC 🌃 @robzangardi @marielhaenn @maryphillips @hairbylorenzomartin @erierinailz 📸: Getty Images,9162,1566325,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/244905653_241628777819081_7385564409863012621_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=4ErmVN2LaRQAX_yXVED&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCW3yDkTpb4AvCiV4su9nvUhwnbqu7tCsN1bCXNZTQ_4g&oe=64E0C76B&_nc_sid=bc0c2c,False,1575487,TheLastDuel,jlo,Jennifer Lopez,Artist,752,250638167,1342
284,2021 Oct 10 06:21:57,https://www.instagram.com/p/CU1aMMnrYGc/,Red carpet magic 🪄 ✨ #TheLastDuel premiere NYC 🎥,13701,2375400,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/244971198_231961562155362_3588955631069247730_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=RV4Q8ynCnSsAX_v3Vjh&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAOaVOynO8gOz5HjdzmMeT_uDhLR1-_tBbBDv86AfEIsA&oe=64E1DB7B&_nc_sid=bc0c2c,False,2389101,TheLastDuel,jlo,Jennifer Lopez,Artist,752,250638167,1342
285,2021 Oct 10 06:20:51,https://www.instagram.com/p/CU1aATajc8s/,#TheLastDuel Premiere NYC 🎥,12808,1983134,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/244980383_169763691997697_4671284339246738108_n.jpg?stp=c0.120.960.960a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=2zFs3KM5u-8AX-MscqD&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAwIBGKsjHMjBPeHkvJo81i4gmsHS0ur-iBv43gt3vA2A&oe=64DE0433&_nc_sid=bc0c2c,True,1995942,TheLastDuel,jlo,Jennifer Lopez,Artist,752,250638167,1342
286,2021 Oct 01 16:24:33,https://www.instagram.com/p/CUfT_0nl2Xr/,JLO x @COACH #CoachPartner,5362,552266,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/243789235_892188461395750_2322926323609266032_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=WXvPZwalYHsAX808uCV&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBfkHbqEX5Abt8X8ueXTYfSrh913QA1k8oH0QmgQ_1V9A&oe=64E10300&_nc_sid=bc0c2c,False,557628,CoachPartner,jlo,Jennifer Lopez,Artist,752,250638167,1342
287,2021 Oct 01 16:23:16,https://www.instagram.com/p/CUfTvmUpR6h/,Big city vibes 🌆 JLO x @COACH #CoachPartner,6238,446264,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/243837245_469707464598233_7802567901815680993_n.jpg?stp=c0.218.562.562a_dst-jpg_e35&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=m44pcEESC2MAX-CkAR3&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDX82avpgTsHL6fx-3cVATFGkKcTLmXSZZtNRWrAnYLig&oe=64DDCD69&_nc_sid=bc0c2c,True,452502,CoachPartner,jlo,Jennifer Lopez,Artist,752,250638167,1342
288,2021 Oct 01 16:15:37,https://www.instagram.com/p/CUfS-X2lt6P/,#JLO x @COACH #CoachPartner,6563,947347,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/244354461_690230231937069_209167585612204950_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=QHV8GiD2CgwAX9b1MmK&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD2-9K7tg9pGbhpwtisCjOoBZaehuQ4jDYxAm8q2M5pog&oe=64E17CD6&_nc_sid=bc0c2c,False,953910,"JLO, CoachPartner",jlo,Jennifer Lopez,Artist,752,250638167,1342
289,2021 Sep 27 20:15:48,https://www.instagram.com/p/CUVa-iLjo2D/,"NY you guys are so amazing!!! I loved sharing a bit of #OnMyWay with you from @MarryMeMovie… I love you all so much 🗽✨ Huge thanks to my team, band and dancers who helped bring this show to life!!! @nappytabs @sienna.lalau @kaybismee @kevincteasley @kley_tarcitano @iamshawnbarton @thejloband @robzangardi @marielhaenn @maryphillips @hairbylorenzomartin @tombachik @glblctzn #GlobalCitizenLive #MarryMe #NuyoricanProductions @egt239 @dolcegabbana",10889,678567,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/243080146_1150676335457229_5565188861548766198_n.jpg?stp=c0.654.2616.2616a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=T0SFLBef5LEAX99fIA_&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAvlk6x5cU4PMR3VCkVbbirRx2iICMFSXdpqz9a6WrdBQ&oe=64DDEE3F&_nc_sid=bc0c2c,True,689456,"OnMyWay, GlobalCitizenLive, MarryMe, NuyoricanProductions",jlo,Jennifer Lopez,Artist,752,250638167,1342
290,2021 Sep 16 19:14:41,https://www.instagram.com/p/CT4_RhtJtYz/,Throwback to the Venice Film Festival for the premiere of #TheLastDuel✨ I had such a beautiful time!! And I’m so excited for you guys to see this movie!! It’s the first script Matt and Ben have written together along with Nicole Holofcener since Good Will Hunting!! And it’s amazing!! The acting by the whole cast is fantastic. Jodie Comer plays the lead and she is awesome!!! It was a magical trip and I hope you enjoy the pics!! #TBT Baci Baci Baci 💋💋 #VivaItalia 🇮🇹 📸: @lacarba,7938,734228,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/241960918_157499956539586_8737238241384436404_n.jpg?stp=c0.280.720.720a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=mx_UvOA9y2cAX9pV7Ia&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBubwVQyoAv0i0tv6pEWMAVN_BFvYbdlI_af40PWxGUeQ&oe=64DE65D9&_nc_sid=bc0c2c,True,742166,"TheLastDuel, TBT, VivaItalia",jlo,Jennifer Lopez,Artist,752,250638167,1342
291,2021 Sep 15 23:43:23,https://www.instagram.com/p/CT25f8zvOE7/,When the sun is out … it’s time to shine. ✨☀️ Head to @JLoBeauty for my biggest skincare secret that makes me glow from head to toe ☀️ ✨ #JLoBeauty @DolceGabbana 🛶,7641,1114424,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/242033733_270677941385381_6929150965375974011_n.jpg?stp=c0.25.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=i4HA4tk8gdQAX-Tq50U&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBnyeZKZ7-gY2WXfuPJuN9uQq3VaIw5UfR5zAvnhJw6iw&oe=64E24DA6&_nc_sid=bc0c2c,False,1122065,JLoBeauty,jlo,Jennifer Lopez,Artist,752,250638167,1342
292,2021 Sep 15 22:18:42,https://www.instagram.com/p/CT2vsmwhbTl/,When the sun is out … it’s time to shine. ✨☀️ My @JLoBeauty SPF is my biggest skincare secret that makes me glow from head to toe ☀️ ✨ #JLoBeauty @DolceGabbana 🛶 #Venice,9240,949522,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/241972374_932011667383719_7074395420088423942_n.jpg?stp=c0.500.1284.1284a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=DVJbLSHcaRAAX9vI-6R&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCCqz5sNeN0RibvZ-NKY5azXOo5qfK3SRwsY5wuMsqJyg&oe=64DE02CF&_nc_sid=bc0c2c,True,958762,"JLoBeauty, Venice",jlo,Jennifer Lopez,Artist,752,250638167,1342
293,2021 Sep 14 23:50:51,https://www.instagram.com/p/CT0VWzfjdnt/,Calm before the #MetGala storm ✨ @JLoBeauty ✨ #JLoJenniferLopez @DSW @RalphLauren @nickfouquet,21580,2025962,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/241863835_193365212863370_7161631066420171463_n.jpg?stp=c0.280.720.720a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=A2Co5AXvUgUAX9b7WGU&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDkk1d74KT1ti8QkQ9b1-Vchv8jn7jCQNJix8fJJbGV_w&oe=64DE7213&_nc_sid=bc0c2c,True,2047542,"MetGala, JLoJenniferLopez",jlo,Jennifer Lopez,Artist,752,250638167,1342
294,2021 Sep 14 13:36:39,https://www.instagram.com/p/CTzPRPPgenv/,#MetGala 2021 #JLoJenniferLopez @DSW @JLoBeauty @RalphLauren @HairByLorenzoMartin @elsahair @ScottBarnesCosmetics @RobZangardi @MarielHaenn @TomBachik 📸: John Shearer / Getty Images,20108,2678804,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/241873692_847957312529048_7325922705616897272_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=hqWU7tC2tKAAX-jd_s_&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAJCw1-FfKRndGpgwdP-eBM4jvKL6BxvQmGEtOVw87ZpA&oe=64E1D215&_nc_sid=bc0c2c,False,2698912,"MetGala, JLoJenniferLopez",jlo,Jennifer Lopez,Artist,752,250638167,1342
295,2021 Sep 14 01:56:58,https://www.instagram.com/p/CTx_MlAJhxL/,@RalphLauren #MetGala 🤎🖤 #AmericanIndependence #InAmerica #AllAmerican #FauxFur @jlobeauty #JLOJenniferLopez @dsw @jlofragrances @robzangardi @marielhaenn @hairbylorenzomartin @scottbarnescosmetics @tombachik,22840,2870544,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/241732963_819483442076063_3505139677349276276_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=KAMyKHknSd4AX9Kmw0u&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAy9SndLpqJubfXNokUIvkJHxJyKH_IdbS0EUJNYz_2LA&oe=64E09175&_nc_sid=bc0c2c,False,2893384,"MetGala, AmericanIndependence, InAmerica, AllAmerican, FauxFur, JLOJenniferLopez",jlo,Jennifer Lopez,Artist,752,250638167,1342
296,2021 Sep 14 01:51:06,https://www.instagram.com/p/CTx-UdzJzpZ/,Here we gooooo #MetGala! ✨ Had a quick lil shopping spree @dsw to complete my look 👠 #JLOJenniferLopez @RobZangardi @ralphlauren ✨#HitPlay ✨My fall collection drops 9/28 🎥 @jasonbergh 📸 @lacarba,2669,389095,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/241827791_1014038986097645_7777203479331102553_n.jpg?stp=c0.500.1284.1284a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=DaMUqRxaZ18AX8v26ui&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAl_RAv-TJChBaU9UyuCME-tMajvv91WVkottiJmh6v-g&oe=64DE4BDF&_nc_sid=bc0c2c,True,391764,"MetGala, JLOJenniferLopez, HitPlay",jlo,Jennifer Lopez,Artist,752,250638167,1342
297,2021 Sep 14 01:39:10,https://www.instagram.com/p/CTx9KSGpGN9/,@RalphLauren #MetGala 🤎🖤 #AmericanIndependence #AllAmerican #FauxFur @jlobeauty #JLOJenniferLopez @robzangardi @marielhaenn @hairbylorenzomartin @scottbarnescosmetics @tombachik @dsw,3146,227856,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/241738883_444381433533563_8509382284853149_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=GDUUtMKWi8YAX_x2ism&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBRsbw-HwT63LE21jxXgV0gUomM0bMMzkReoXfUPesG9w&oe=64E24313&_nc_sid=bc0c2c,False,231002,"MetGala, AmericanIndependence, AllAmerican, FauxFur, JLOJenniferLopez",jlo,Jennifer Lopez,Artist,752,250638167,1342
298,2021 Sep 13 14:40:10,https://www.instagram.com/p/CTwxvitgX15/,"Back home in the Bronx!! Thank you to all the incredible Latina entrepreneurs for sharing your stories and letting me share mine with you yesterday! You inspired me more than you will ever know. Remember, we’re not asking for a seat at the table … we’re the CEOs at the table! Thank you David Solomon and your Goldman Sachs team for bringing together this powerhouse group and creating the 10,000 Small Business Program so these Founders can get the access and resources they deserve. This is just the start of #LimitlessLabs and I can’t wait for what’s to come! ✨@goldmansachs @davidsolomon #10KSmallBiz @azucaricecream @BloomSalonSpaPR @Valija @cbm_ny @garcia.nevett @sbaisabel @jessypastries @panthercoffee @nuevoleonmexmex @lovetucketts @thejamstand @sabordecuba31ave @thelitbar @jlobeauty",4379,704817,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/241735037_378250817265960_3575459723573873736_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Wd-RVjy3cmoAX_ORKPg&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBuf25UXbJTmM4rGGR5aXmRGW2x7_EglCZ7mAT_QHmxXw&oe=64E0C35E&_nc_sid=bc0c2c,False,709196,"LimitlessLabs, 10KSmallBiz",jlo,Jennifer Lopez,Artist,752,250638167,1342
